SHOW_ID,TYPE,TITLE,DIRECTOR,CAST,COUNTRY,DATE_ADDED,RELEASE_YEAR,RATING,DURATION,LISTED_IN,DESCRIPTION,DATE_ADDED_FORMATTED,MONTH_YEAR
s66,tv show,numberblocks,"hanns-bruno kammertöns, vanessa nöcker, michael wech","beth chalmers, david holt, marcel mccalla, teresa gallagher",UNITED KINGDOM,2021-09-15,2021,tv-y,6 seasons,Kids' TV,"In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together.",15-09-2021,2021-09
s67,tv show,raja rasoi aur anya kahaniyan,"hanns-bruno kammertöns, vanessa nöcker, michael wech","mark-paul gosselaar, tiffani thiessen, mario lopez, lark voorhies, elizabeth berkley, dustin diamond, dennis haskins",INDIA,2021-09-15,2014,tv-g,1 season,"Docuseries, International TV Shows","Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat.",15-09-2021,2021-09
s68,tv show,saved by the bell,"hanns-bruno kammertöns, vanessa nöcker, michael wech","mark-paul gosselaar, tiffani thiessen, mario lopez, lark voorhies, elizabeth berkley, dustin diamond, dennis haskins",UNITED STATES,2021-09-15,1994,tv-pg,9 seasons,"Kids' TV, TV Comedies","From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series.",15-09-2021,2021-09
s69,movie,schumacher,"hanns-bruno kammertöns, vanessa nöcker, michael wech",michael schumacher,INDIA,2021-09-15,2021,tv-14,113 min,"Documentaries, International Movies, Sports Movies","Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",15-09-2021,2021-09
s70,tv show,stories by rabindranath tagore,david a. vargas,itatí cantoral,INDIA,2021-09-15,2015,tv-pg,1 season,"International TV Shows, TV Dramas",The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,15-09-2021,2021-09
s71,tv show,too hot to handle: latino,david a. vargas,itatí cantoral,UNITED KINGDOM,2021-09-15,2021,tv-ma,1 season,"International TV Shows, Reality TV, Romantic TV Shows","On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.",15-09-2021,2021-09
s72,movie,a storybots space adventure,david a. vargas,"evan spiridellis, erin fitzgerald, jeff gill, fred tatasciore, evan michael lee, jared isaacman, sian proctor, chris sembroski, hayley arceneaux",UNITED KINGDOM,2021-09-14,2021,tv-y,13 min,Children & Family Movies,Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,14-09-2021,2021-09
s73,tv show,jack whitehall: travels with my father,kemi adetiba,"jack whitehall, michael whitehall",UNITED KINGDOM,2021-09-14,2021,tv-ma,5 seasons,"British TV Shows, Docuseries, International TV Shows","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.",14-09-2021,2021-09
s74,movie,king of boys,kemi adetiba,"sola sobowale, adesua etomi, remilekun ""reminisce"" safaru, tobechukwu ""illbliss"" ejiofor, toni tones, paul sambo, jide kosoko, sharon ooja",NIGERIA,2021-09-14,2018,tv-ma,182 min,"Dramas, International Movies","When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",14-09-2021,2021-09
s75,tv show,the world's most amazing vacation rentals,ben simms,"bear grylls, jason derek prempeh",JAPAN,2021-09-14,2021,tv-pg,2 seasons,Reality TV,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",14-09-2021,2021-09
s76,movie,you vs. wild: out cold,ben simms,"bear grylls, jason derek prempeh",JAPAN,2021-09-14,2021,tv-g,106 min,Children & Family Movies,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",14-09-2021,2021-09
s77,tv show,yowamushi pedal,prakash satam,"daiki yamashita, kohsuke toriumi, jun fukushima, hiroki yasumoto, showtaro morikubo, kentaro ito, daisuke kishio, yoshitsugu matsuoka, junichi suwabe, ayaka suwa, megumi han, tomoaki maeno, tsubasa yonaga, tetsuya kakihara, satoshi hino, hiroyuki yoshino, atsushi abe, koji yusa, kouki miyata, hiro shimono, wataru hatano, yuichi nakamura, kenji nojima, mamoru miyano, daisuke ono, yuma uchida, jun fukuyama",JAPAN,2021-09-14,2013,tv-14,1 season,"Anime Series, International TV Shows","A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",14-09-2021,2021-09
s78,movie,little singham - black shadow,prakash satam,"sumriddhi shukla, jigna bharadwaj, sonal kaushal, neshma chemburkar, ganesh divekar, annamaya verma, anamay verma, manoj pandey",UNITED STATES,2021-09-11,2021,tv-y7,48 min,"Children & Family Movies, Comedies",Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?,11-09-2021,2021-09
s79,movie,tughlaq durbar,delhiprasad deenadayalan,"vijay sethupathi, parthiban, raashi khanna",UNITED STATES,2021-09-11,2020,tv-14,145 min,"Comedies, Dramas, International Movies",A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,11-09-2021,2021-09
s80,movie,tughlaq durbar (telugu),delhiprasad deenadayalan,"vijay sethupathi, parthiban, raashi khanna",UNITED STATES,2021-09-11,2021,tv-14,145 min,"Comedies, Dramas, International Movies",A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,11-09-2021,2021-09
s81,movie,firedrake the silver dragon,tomer eshed,"thomas brodie-sangster, felicity jones, freddie highmore, patrick stewart, meera syal, sanjeev bhaskar, nonso anozie",UNITED STATES,2021-09-10,2021,tv-y7,93 min,Children & Family Movies,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",10-09-2021,2021-09
s82,movie,kate,cedric nicolas-troyan,"mary elizabeth winstead, jun kunimura, woody harrelson, tadanobu asano, miyavi, michiel huisman, miku martineau",UNITED STATES,2021-09-10,2021,r,106 min,Action & Adventure,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",10-09-2021,2021-09
s83,tv show,lucifer,"jjc skillz, funke akindele","tom ellis, lauren german, kevin alejandro, d.b. woodside, lesley-ann brandt, scarlett estevez, rachael harris, aimee garcia, tricia helfer, tom welling, jeremiah w. birkett, pej vahdat, michael gladis",UNITED STATES,2021-09-10,2021,tv-14,6 seasons,"Crime TV Shows, TV Comedies, TV Dramas","Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",10-09-2021,2021-09
s84,tv show,metal shop masters,"jjc skillz, funke akindele",jo koy,NIGERIA,2021-09-10,2021,tv-ma,1 season,Reality TV,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",10-09-2021,2021-09
s85,movie,omo ghetto: the saga,"jjc skillz, funke akindele","funke akindele, ayo makun, chioma chukwuka akpotha, yemi eberechi alade, blossom chukwujekwu, deyemi okanlawon, alexx ekubo, zubby michael, tina mba, femi jacobs",NIGERIA,2021-09-10,2020,tv-ma,147 min,"Action & Adventure, Comedies, Dramas","Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",10-09-2021,2021-09
s86,tv show,pokémon master journeys: the series,thomas sieben,"ikue otani, sarah natochenny, zeno robinson, cherami leigh, james carter cathcart, michele knotz, rodger parsons, ray chase, casey mongillo, tara sands","SPAIN, UNITED STATES",2021-09-10,2021,tv-y7,1 season,"Anime Series, Kids' TV","As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!",10-09-2021,2021-09
s87,movie,prey,thomas sieben,"david kross, hanno koffler, maria ehrich, robert finster, yung ngo, klaus steinbacher, livia matthes, nellie thalbach","SPAIN, UNITED STATES",2021-09-10,2021,tv-ma,87 min,"International Movies, Thrillers",A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,10-09-2021,2021-09
s88,tv show,titipo titipo,marcus clarke,"jeon hae-ri, kim eun-ah, hong bum-ki, nam do-hyeong, um sang-hyun","SPAIN, UNITED STATES",2021-09-10,2019,tv-y,2 seasons,"Kids' TV, Korean TV Shows",Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,10-09-2021,2021-09
s89,movie,blood brothers: malcolm x & muhammad ali,marcus clarke,"malcolm x, muhammad ali","SPAIN, UNITED STATES",2021-09-09,2021,pg-13,96 min,"Documentaries, Sports Movies","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",09-09-2021,2021-09
s90,tv show,mighty raju,alice waddington,"julie tejwani, sabina malik, jigna bhardwaj, rupa bhimani, lalit agarwal, rajesh shukla, rajesh kava","SPAIN, UNITED STATES",2021-09-09,2017,tv-y7,4 seasons,Kids' TV,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",09-09-2021,2021-09
s91,movie,paradise hills,alice waddington,"emma roberts, danielle macdonald, awkwafina, eiza gonzález, milla jovovich, jeremy irvine, arnaud valois, daniel horvath","SPAIN, UNITED STATES",2021-09-09,2019,tv-ma,95 min,"Sci-Fi & Fantasy, Thrillers","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",09-09-2021,2021-09
s92,movie,the women and the murderer,"mona achache, patricia tourancheau","pauline etienne, laurent capelluto, stefano cassetti, mehmet kurtuluş, babetida sadjo, jan bijvoet, ksawery szlenkier, vincent londez, regina bikkinina, alba gaïa kraghede bellugi, nabil mallat",FRANCE,2021-09-09,2021,tv-14,92 min,"Documentaries, International Movies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,09-09-2021,2021-09
s93,tv show,into the night,alexis almström,"pauline etienne, laurent capelluto, stefano cassetti, mehmet kurtuluş, babetida sadjo, jan bijvoet, ksawery szlenkier, vincent londez, regina bikkinina, alba gaïa kraghede bellugi, nabil mallat",BELGIUM,2021-09-08,2021,tv-ma,2 seasons,"International TV Shows, TV Dramas, TV Mysteries",Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,08-09-2021,2021-09
s94,movie,jj+e,alexis almström,"elsa öhrn, mustapha aarab, jonay pineda skallak, magnus krepper, loreen, albin grenholm, simon mezher, elsa bergström terent, josef kadim, yohannes frezgi","UNITED KINGDOM, UNITED STATES",2021-09-08,2021,tv-ma,91 min,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",08-09-2021,2021-09
s95,movie,show dogs,raja gosnell,"will arnett, ludacris, natasha lyonne, stanley tucci, jordin sparks, gabriel iglesias, shaquille o'neal, omar chaparro, alan cumming, andy beckwith, delia sheppard, kerry shale","UNITED KINGDOM, UNITED STATES",2021-09-08,2018,pg,90 min,"Children & Family Movies, Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,08-09-2021,2021-09
s96,tv show,the circle,stephen kijak,michelle buteau,"UNITED STATES, UNITED KINGDOM",2021-09-08,2021,tv-ma,3 seasons,Reality TV,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",08-09-2021,2021-09
s97,movie,if i leave here tomorrow: a film about lynyrd skynyrd,stephen kijak,"ronnie van zandt, gary rossington, allen collins, leon wilkeson, bob burns, billy powell, ed king, artimus pyle, steve gaines, johnny van zant",UNITED STATES,2021-09-07,2018,tv-ma,97 min,"Documentaries, Music & Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",07-09-2021,2021-09
s98,tv show,kid cosmic,"chapman way, maclain way","jack fisher, tom kenny, amanda c. miller, kim yarbrough, keith ferguson, grey griffin, lily rose silver",UNITED STATES,2021-09-07,2021,tv-y7,2 seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,07-09-2021,2021-09
s99,tv show,octonauts: above & beyond,"chapman way, maclain way","antonio aakeel, chipo chung, simon foster, teresa gallagher, simon greenall, kate harbour, paul panting, rob rackstraw, william vanderpuye, helen walsh, keith wickham, andres williams, jo wyatt",UNITED KINGDOM,2021-09-07,2021,tv-y,1 season,"British TV Shows, Kids' TV","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",07-09-2021,2021-09
s100,tv show,on the verge,"chapman way, maclain way","julie delpy, elisabeth shue, sarah jones, alexia landeau, mathieu demy, troy garity, timm sharp, giovanni ribisi","FRANCE, UNITED STATES",2021-09-07,2021,tv-ma,1 season,"TV Comedies, TV Dramas","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",07-09-2021,2021-09
s101,tv show,tobot galaxy detectives,"chapman way, maclain way","austin abell, travis turner, cole howard, anna cummer, jesse inocalla, brian dobson, michael adamthwaite, joseph girgis, caitlyn bairstow",UNITED STATES,2021-09-07,2019,tv-y7,2 seasons,Kids' TV,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",07-09-2021,2021-09
